name,rank,year_published,mechanics,categories,subdomains,playing_time,mfg_suggested_ages,user_suggested_ages,expansions,languages,honors,mfg_suggested_players,user_suggested_players,count_ratings,avg_ratings,std_deviation,count_views
Betrayal at House on the Hill,337,2004,"Co-operative Play, Dice Rolling, Modular Board, Partnerships","Adventure, Exploration, Horror, Miniatures",Thematic Games,60 minutes,12 and up,12 and up,,Extensive use of text - massive conversion needed to be playable,"2004 Origins Awards Gamers Choice Award Winner, 2005 Japan Boardgame Prize Best Advanced Game Nominee",36,Best with 56 players,14259,7.10,1.50,948864
Discworld: Ankh-Morpork,338,2011,"Area Control / Area Influence, Dice Rolling, Hand Management, Variable Player Powers","City Building, Fantasy, Novel-based",Thematic Games,60 minutes,11 and up,10 and up,"Discworld Games, Kosmos Literature Series",Moderate in-game text - needs crib sheet or paste ups,"2011 UK Games Expo Best New Boardgame Winner, 2012 Golden Geek Best Board Game Artwork/Presentation Nominee, 2012 Golden Geek Best Family Board Game Nominee, 2012 Golden Geek Best Thematic Board Game Nominee",24,Best with 4 players,5467,7.18,1.31,381881
Jambo,339,2004,"Action Point Allowance System, Hand Management, Set Collection","Card Game, Economic",Strategy Games,45 minutes,12 and up,10 and up,"Jambo Expansion, Jambo Expansion 2, Jambo: Nieuwe avonturen en ontmoetingen",Extensive use of text - massive conversion needed to be playable,"2005 Fairplay  la carte Winner, 2005 International Gamers Award - General Strategy: Two-players, 2005 Japan Boardgame Prize Best Advanced Game Nominee, 2005 Spiel des Jahres Nominee",2,Best with 2 players,6838,7.10,1.20,365292
No Thanks!,340,2004,"Auction/Bidding, Set Collection",Card Game,Family Games,20 minutes,8 and up,8 and up,,No necessary in-game text,"2005 Fairplay  la carte Winner, 2005 Kinderspielexperten ""8-to-13-year-olds"" Nominee, 2005 Spiel des Jahres Recommended, 2005 Tric Trac Nominee",35,Best with 45 players,11201,7.04,1.17,309200
Maharaja: The Game of Palace Building in India,341,2004,"Area Control / Area Influence, Point to Point Movement, Route/Network Building, Simultaneous Action Selection",City Building,Strategy Games,90 minutes,12 and up,12 and up,"Asian Theme, Country: India",No necessary in-game text,"2004 International Gamers Awards - General Strategy; Multi-player Nominee, 2004 Japan Boardgame Prize Best Advanced Game Nominee, 2004 Nederlandse Spellenprijs Nominee, 2004 Nederlandse Spellenprijs Winner",25,Best with 45 players,4243,7.19,1.29,253841
Kingdom Builder,342,2011,"Area Control / Area Influence, Area Enclosure, Modular Board, Route/Network Building","Medieval, Territory Building","Family Games, Strategy Games",45 minutes,8 and up,8 and up,"Kingdom Builder: Capitol, Kingdom Builder: Caves, Kingdom Builder: Crossroads, Kingdom Builder: Marshlands",Some necessary text - easily memorized or small crib sheet,"2011/2012 Boardgames Australia Awards Best International Game Nominee, 2012 Golden Geek Best Abstract Board Game Nominee, 2012 Golden Geek Best Abstract Game Winner, 2012 Golden Geek Best Family Board Game Nominee",24,Best with 4 players,50,null,7.06,1.40
XCOM: The Board Game,343,2015,,"Co-operative Play, Dice Rolling, Hand Management, Press Your Luck","Dice, Electronic, Real-time, Science Fiction",90 minutes,14 and up,Extensive use of text - massive conversion needed to be playable,,,Thematic Games,14,,2271,7.41,1.48,287246
San Marco,344,2001,"Area Control / Area Influence, Card Drafting","Medieval, Political",Strategy Games,90 minutes,10 and up,12 and up,Canal Grande,No necessary in-game text,"2001 Meeples' Choice Award, 2001 Nederlandse Spellenprijs Nominee, 2001 Spiel des Jahres Recommended, 2002 International Gamers Awards - General Strategy; Multi-player",34,Best with 3 players,3564,7.22,1.26,203741
Polis: Fight for the Hegemony,345,2012,"Area Control / Area Influence, Area Movement, Dice Rolling, Variable Phase Order","Ancient, Civilization, Economic, Fighting",Strategy Games,90 minutes,12 and up,14 and up,Polis: Fight for the Hegemony  Promotional Events,Some necessary text - easily memorized or small crib sheet,"2013 Golden Geek Best 2-Player Board Game Nominee, 2013 International Gamers Award - General Strategy: Two-players Nominee, 2013 Premio Jugamos Tod@s Winner",2,Best with 2 players,1053,7.94,1.42,226000
Battles of Westeros,346,2010,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Modular Board","Fantasy, Fighting, Medieval, Novel-based","Thematic Games, Wargames",60 minutes,13 and up,12 and up,"Battles of Westeros: Brotherhood Without Banners, Battles of Westeros: House Baratheon Army Expansion, Battles of Westeros: Lords of the River, Battles of Westeros: Promo Cards",Extensive use of text - massive conversion needed to be playable,"2010 Golden Geek Best 2-Player Board Game Nominee, 2010 Golden Geek Best Wargame Nominee, 2011 International Gamers Award - General Strategy: Two-players Nominee, 2011 JoTa Best 2-Player Board Game Audience Award",2,Best with 2 players,69,null,7.47,1.42
Evolution,347,2014,"Action Point Allowance System, Hand Management, Press Your Luck, Secret Unit Deployment","Animals, Card Game, Educational, Environmental",Strategy Games,5070 minutes,10 and up,10 and up,"Evolution: Climate, Evolution: Flight, Evolution: Kickstarter Stretch Goal Pack, Evolution: Promo Pack II",Moderate in-game text - needs crib sheet or paste ups,"2014 Golden Geek Best Board Game Artwork & Presentation Nominee, 2014 Golden Geek Best Family Board Game Nominee, 2014 Golden Geek Best Thematic Board Game Nominee",26,Best with 4 players,2601,7.34,1.26,265257
Ascension: Return of the Fallen,348,2011,"Card Drafting, Deck / Pool Building, Hand Management","Card Game, Fantasy",Strategy Games,30 minutes,13 and up,10 and up,"Ascension: Archival Expert Promo, Ascension: Chronicle of the Godslayer  Big Bad Bunny Promo, Ascension: Chronicle of the Godslayer  Constricting Horror Promo, Ascension: Chronicle of the Godslayer  Control Room Promo",Extensive use of text - massive conversion needed to be playable,2011 Golden Geek Best Board Game Expansion Nominee,12,Best with 2 players,2297,7.41,1.29,103903
Netrunner,349,1996,"Netrunner: Classic, Netrunner: Proteus",Action Point Allowance System,"Card Game, Collectible Components, Science Fiction",45 minutes,10 and up,12 and up,Android: Netrunner,Extensive use of text - massive conversion needed to be playable,Customizable Games,2,Best with 2 players,1967,7.50,1.60,266338
Louis XIV,350,2005,"Area Control / Area Influence, Hand Management, Modular Board, Set Collection","Card Game, Political, Renaissance",Strategy Games,75100 minutes,12 and up,12 and up,"Louis XIV: The Favourite, Treasure Chest",Some necessary text - easily memorized or small crib sheet,"2005 Deutscher Spiele Preis Best Family/Adult Game Winner, 2005 International Gamers Awards - General Strategy; Multi-player Nominee, 2005 Japan Boardgame Prize Best Advanced Game Nominee, 2005 Meeples' Choice Award",24,Best with 4 players,4714,7.15,1.23,288303
Thunderstone,351,2009,"Card Drafting, Deck / Pool Building, Hand Management","Card Game, Fantasy, Fighting","Strategy Games, Thematic Games",60 minutes,12 and up,12 and up,"Thunderstone Avatars, Thunderstone: Blade Trap Promo, Thunderstone: Death Sentinel Promo, Thunderstone: Doomgate Legion",Moderate in-game text - needs crib sheet or paste ups,"2010 Golden Geek Best Card Game Nominee, 2010 Japan Boardgame Prize Voters' Selection Nominee, 2010 JoTa Best Card Game Audience Award, 2010 JoTa Best Card Game Critic Award",15,Best with 3 players,248,null,7.07,1.45
Dungeons & Dragons: Wrath of Ashardalon Board Game,352,2011,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board","Adventure, Exploration, Fantasy, Miniatures",Thematic Games,60 minutes,12 and up,10 and up,"Castle Ravenloft: Gray Hag Promo, Dungeons & Dragons: The Legend of Drizzt Board Game - Vierna Do'Urden Promo, Wrath of Ashardalon Bonus Adventures: Servants of the Thunder Shaman, Wrath of Ashardalon: Kobold Champion Promo",Extensive use of text - massive conversion needed to be playable,2011 Golden Geek Best Thematic Board Game Nominee,15,Best with 34 players,3554,7.28,1.37,560408
Paperback,353,2014,"Card Drafting, Co-operative Play, Deck / Pool Building","Card Game, Print & Play, Word Game",Strategy Games,45 minutes,8 and up,10 and up,Crowdfunding: Kickstarter,Unplayable in another language,"2014 Golden Geek Best Card Game Nominee, 2014 Golden Geek Best Family Board Game Nominee, 2014 Golden Geek Best Innovative Board Game Nominee",25,Best with 2 players,1795,7.49,1.15,109407
Santiago,354,2003,"Area Control / Area Influence, Auction/Bidding, Commodity Speculation, Tile Placement","Farming, Negotiation",Strategy Games,75 minutes,10 and up,10 and up,Country: Cape Verde,No necessary in-game text,"2003 Meeples' Choice Award, 2004 International Gamers Awards - General Strategy; Multi-player Nominee, 2004 Tric Trac de Bronze, 2004 Tric Trac Nominee",35,Best with 5 players,3984,7.17,1.21,189722
Last Night on Earth: The Zombie Game,355,2007,"Dice Rolling, Hand Management, Modular Board, Partnerships","Fighting, Horror, Miniatures, Zombies",Thematic Games,90 minutes,12 and up,12 and up,"'Attack of the Boogeymen' Supplement (fan expansion for Last Night on Earth), Invasion from Outer Space: Zombie-Martians, Last Night on Earth 'Advanced Abilities' Supplement, Last Night on Earth 'Radioactive Grave Dead' supplement",Extensive use of text - massive conversion needed to be playable,"2008 Golden Geek Best Board Game Artwork/Presentation Nominee, 2008 Golden Geek Best Party Board Game Nominee",26,Best with 5 players,10765,7.10,1.50,1219905
Star Wars: The Queen's Gambit,356,2000,"Campaign / Battle Card Driven, Simultaneous Action Selection","Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction",Thematic Games,120 minutes,12 and up,10 and up,"3D Games, Star Wars",Some necessary text - easily memorized or small crib sheet,2001 International Gamers Award - General Strategy: Two-players,24,Best with 2 players,1683,7.53,1.43,237051
Britannia,357,1986,"Area Movement, Dice Rolling, Variable Player Powers, Voting","Civilization, Medieval, Wargame","Strategy Games, Wargames",240 minutes,12 and up,14 and up,"Ancient Rome, Britannia game-system, Country: England, Country: Scotland",Moderate in-game text - needs crib sheet or paste ups,1987 Charles S. Roberts Best Pre-World War II Board Game Nominee,35,Best with 4 players,234,null,7.26,1.48
Hawaii,358,2011,Hawaii: Kamapua'as Gunst,"Action Point Allowance System, Area Movement, Modular Board",Strategy Games,90 minutes,13 and up,10 and up,"States: Hawaii, Tropical theme",No necessary in-game text,"2011/2012 Boardgames Australia Awards Best International Game Nominee, 2012 Deutscher Spiele Preis Best Family/Adult Game 3rd Place, 2012 Golden Geek Best Strategy Board Game Nominee, 2012 International Gamers Award - General Strategy: Multi-player Nominee",25,Best with 34 players,2765,7.28,1.29,189588
Legacy: The Testament of Duke de Crecy,359,2013,"Card Drafting, Hand Management, Set Collection, Worker Placement","Age of Reason, Card Game, Economic","Strategy Games, Thematic Games",60 minutes,8 and up,10 and up,"Legacy: The Testament of Duke de Crecy  Andrea the dance instructor, Legacy: The Testament of Duke de Crecy  Extra Mansion Cards, Legacy: The Testament of Duke de Crecy  Five Families, Legacy: The Testament of Duke de Crecy  Luke the lucky pickpocket",Moderate in-game text - needs crib sheet or paste ups,"2013 Golden Geek Best Thematic Board Game Nominee, 2014 International Gamers Award - General Strategy: Multi-player Nominee",14,(Not best with any number),203,null,7.39,1.22
Carcassonne: The City,360,2004,"Area Control / Area Influence, Tile Placement","City Building, Medieval","Family Games, Strategy Games",3045 minutes,8 and up,10 and up,Carcassonne,No necessary in-game text,2005 International Gamers Awards - General Strategy; Multi-player Nominee,24,Best with 23 players,47,null,7.21,1.25
Medici,361,1995,"Auction/Bidding, Set Collection",Renaissance,Strategy Games,60 minutes,10 and up,10 and up,"Cities: Florence, Country: Italy, Knizia Florentine auction games",No necessary in-game text,"1995 Meeples' Choice Award, 1995 Spiel des Jahres Recommended",36,Best with 56 players,4899,7.12,1.26,272187
Panamax,362,2014,"Area Control / Area Influence, Dice Rolling, Pick-up and Deliver, Point to Point Movement","Economic, Nautical, Transportation",Strategy Games,100 minutes,12 and up,14 and up,"Cities: Panama City, Country: Panama",No necessary in-game text,"2014 Golden Geek Best Innovative Board Game Nominee, 2014 Golden Geek Best Strategy Board Game Nominee, 2014 Golden Geek Board Game of the Year Nominee, 2014 Meeples' Choice Nominee",24,Best with 4 players,1480,7.59,1.29,195601
Smash Up: Science Fiction Double Feature,363,2014,"Area Control / Area Influence, Hand Management, Take That, Variable Player Powers","Card Game, Fantasy, Horror, Humor","Strategy Games, Thematic Games",3045 minutes,12 and up,12 and up,"Smash Up, Smash Up: Awesome Level 9000, Smash Up: Monster Smash, Smash Up: Munchkin",Moderate in-game text - needs crib sheet or paste ups,2014 Golden Geek Best Board Game Expansion Nominee,24,Best with 34 players,225,null,7.58,1.21
Jamaica,364,2007,"Dice Rolling, Simultaneous Action Selection","Nautical, Pirates, Racing",Family Games,3060 minutes,8 and up,8 and up,Jamaica: Extra Treasures,No necessary in-game text,"2008 Essener Feder Best Written Rules Winner, 2008 Golden Geek Best Board Game Artwork/Presentation Nominee, 2008 Golden Geek Best Board Game Artwork/Presentation Winner, 2008 Golden Geek Best Children's Board Game Nominee",26,Best with 6 players,6565,7.08,1.26,371639
Fire in the Lake,365,2014,"Area Control / Area Influence, Variable Phase Order, Variable Player Powers","Political, Vietnam War, Wargame","Strategy Games, Wargames",180 minutes,,14 and up,"Country: Vietnam, GMT COIN Series, Solitaire Games, Solitaire Wargames",Extensive use of text - massive conversion needed to be playable,"2014 Golden Geek Best Solo Board Game Nominee, 2014 Golden Geek Best Wargame Nominee, 2014 Golden Geek Best Wargame Winner",14,Best with 4 players,187,null,8.22,1.34
Camel Up,366,2014,"Betting/Wagering, Dice Rolling, Roll / Spin and Move","Animals, Dice, Racing",Family Games,2030 minutes,8 and up,8 and up,Camel Up: Supercup,No necessary in-game text,"2014 Golden Geek Best Family Board Game Nominee, 2014 Guldbrikken Best Family Game Nominee, 2014 Juego del Ao Finalist, 2014 Spiel des Jahres Nominee",28,Best with 45 players,5344,7.11,1.23,214185
Ascension: Deckbuilding Game,367,2010,"Card Drafting, Deck / Pool Building, Hand Management","Card Game, Fantasy",Strategy Games,30 minutes,13 and up,10 and up,"Ascension: Archival Expert Promo, Ascension: Cetra, Benefactor of All Promo, Ascension: Chronicle of the Godslayer  Big Bad Bunny Promo, Ascension: Chronicle of the Godslayer  Constricting Horror Promo",Moderate in-game text - needs crib sheet or paste ups,"2010 Golden Geek Best Card Game Nominee, 2010 Origins Awards Best Traditional Card Game Nominee, 2011 Golden Geek Best Card Game Nominee",14,Best with 2 players,7049,7.09,1.40,486955
La Citt,368,2000,"Card Drafting, Modular Board, Set Collection, Tile Placement","City Building, Civilization, Renaissance, Territory Building",Strategy Games,120 minutes,12 and up,12 and up,Country: Italy,Some necessary text - easily memorized or small crib sheet,"2000 Spiel des Jahres Recommended, 2001 International Gamers Awards - General Strategy; Multi-player Nominee, 2001 Nederlandse Spellenprijs Nominee",25,Best with 4 players,4413,7.13,1.27,244845
Tide of Iron,369,2007,"Action Point Allowance System, Dice Rolling, Hand Management, Hex-and-Counter","Wargame, World War II",Wargames,120 minutes,12 and up,12 and up,"Tide of Iron Promo Cards, Tide of Iron:  Days of the Fox, Tide of Iron: Designer Series Vol. 1, Tide of Iron: Fury of the Bear",Moderate in-game text - needs crib sheet or paste ups,"2007 Golden Geek Best 2-Player Board Game Nominee, 2007 Golden Geek Best Board Game Artwork/Presentation Nominee, 2007 Golden Geek Best Wargame Nominee, 2008 Golden Geek Best 2-Player Board Game Nominee",24,Best with 2 players,3258,7.29,1.49,769098
